filename,doi,guest_molecule,KD_A,PLD_A,guest_composition,zeolite_name,std_zeolite_name,si_al_ratio,modified_ion,loading_value,loading_unit,diffusion_coefficient_value,diffusion_coefficient_unit,temperature_value,temperature_unit,concentration_value,concentration_unit,adsorption_loading_value,adsorption_loading_unit,pressure_value,pressure_unit,experimental_method,distinguishing_variable,method_type,method_category
10.1016_j.micromeso.2018.01.019,10.1016/j.micromeso.2018.01.019,nitrogen,3.64,7.4,,Li-LSX,FAU-LiX,1,,,,6.00E-09,m2/s,260,K,,,20,molecules/unit cell,,,Molecular Dynamics,Li-III state: mobile,Computational,MD
10.1016_j.mtcomm.2026.115822,10.1016/j.mtcomm.2026.115822,argon,3.4,4.1,,LTA (all-silica) zeolite,LTA,,,,,6.00E-09,m2/s,300,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1016_j.molcata.2007.08.009,10.1016/j.molcata.2007.08.009,phenol,5.85,7.4,,NaY 2.5,FAU-NaY,2.5,,,,6.00E-09,m2/s,298,K,0.1,mol/L,,,,,Cyclic voltammetry desorption measurement,m_HRP/m_zeo: 1:100; electrode_type: gelatin/HRP/zeolite/graphite biocomposite,Experimental,Other
10.1016_j.micromeso.2022.112024,10.1016/j.micromeso.2022.112024,methane,3.8,7.42,,AlPO4-5,AFI-H,,,,,6.06E-09,m2/s,200,K,,,2,mol./u.c.,,,Molecular Dynamics,,Computational,MD
10.1016_j.fuel.2021.122427,10.1016/j.fuel.2021.122427,propane,4.3,6.5,,MOR,MOR,,,,,6.07E-09,m2/s,498,K,,,,,,,Molecular Dynamics,simulation_type: multicomponent,Computational,MD
10.17035_d.2021.0126616554_SI,10.17035/d.2021.0126616554,water,2.65,7.4,,"Na-Y(2, SI'+SII+SJ)",FAU-NaY,2,,,,6.08E-09,m2/s,634,K,,,120,molecules/unit cell,,,Molecular Dynamics,value_index: 1,Computational,MD
10.1016_j.jmgm.2021.108048,10.1016/j.jmgm.2021.108048,ethanol,4.3,4.7,,HZSM-5 (Si/Al=23),MFI-H,23,,,,6.10E-09,m2/s,748,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1016_j.cej.2017.03.055,10.1016/j.cej.2017.03.055,methane,3.8,4.7,,ZSM-5 (silicalite-1),MFI-H,,,,,6.10E-09,m2/s,300,K,,,4,molecules/unit cell,,,HS-PPM molecular dynamics simulation,table_row: Table3 row1; diffusion_dimension: overall,Computational,MD
10.1016_j.comptc.2023.114272,10.1016/j.comptc.2023.114272,methane,3.8,4.7,,MFI,MFI,,,,,6.10E-09,m2/s,293,K,,,8,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1016_j.energy.2025.137012,10.1016/j.energy.2025.137012,ethene,3.9,6.6,,Fe2+-BEA,BEA-Fe2+,15,Fe2+,,,6.11E-09,m2/s,698,K,,,6,molecules/simulation cell,,,Molecular Dynamics,diffusion_system: single-component,Computational,MD
10.1016_j.micromeso.2005.02.004,10.1016/j.micromeso.2005.02.004,heptane,4.5,7.4,,faujasite,FAU,2.4,,,,6.18E-09,m2/s,,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1515_revce-2021-,10.1515/revce-2021-,ethanol,4.3,7.42,,SAPO-5,AFI,,,,,6.19E-09,m2/s,428,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1016_s0009-2614(01)01466-x,10.1016/s0009-2614(01)01466-x,argon,3.4,4.69,,Ferrierite,FER,,,,,6.20E-09,m2/s,283,K,,,4,atoms/u.c.,,,Molecular Dynamics,component: y,Computational,MD
10.1016_j.jmgm.2021.108048,10.1016/j.jmgm.2021.108048,ethanol,4.3,4.7,,Silicalite-1 (Si/Al=∞),MFI-H,∞,,,,6.20E-09,m2/s,748,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1016_j.jmgm.2021.108048,10.1016/j.jmgm.2021.108048,ethanol,4.3,4.7,,HZM-5 (Si/Al=47),MFI-H,47,,,,6.20E-09,m2/s,748,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1016_j.micromeso.2018.01.019,10.1016/j.micromeso.2018.01.019,nitrogen,3.64,7.4,,Li-LSX,FAU-LiX,1,,,,6.20E-09,m2/s,260,K,,,16,molecules/unit cell,,,Molecular Dynamics,Li-III state: mobile,Computational,MD
10.1016_j.ces.2025.122862,10.1016/j.ces.2025.122862,benzoic acid,6.2,4.7,,HZSM-5-3,MFI-H,15,,,,6.26E-09,m2/s,873,K,,,,,,,Molecular Dynamics (MD) simulation,mesopore_size: 3.0 nm,Computational,MD
10.3390_pr11102987,10.3390/pr11102987,dioxygen,3.46,4.1,,5A,LTA-Ca,,,,,6.28E-09,m2/s,293,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1016_s0009-2614(01)01466-x,10.1016/s0009-2614(01)01466-x,argon,3.4,4.7,,ZSM-5,MFI-H,,,,,6.30E-09,m2/s,296,K,,,12,atoms/u.c.,,,Molecular Dynamics,component: x,Computational,MD
10.1016_j.micromeso.2013.07.009,10.1016/j.micromeso.2013.07.009,benzene,5.35,6.6,,siliceous beta zeolite,*BEA-H,,,,,6.30E-09,m2/s,350,K,,,2,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1016_j.comptc.2023.114272,10.1016/j.comptc.2023.114272,carbon dioxide,3.3,4.7,,MFI,MFI,,,,,6.30E-09,m2/s,293,K,,,1,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1016_j.cej.2024.157101_SI,10.1016/j.cej.2024.157101,carbon dioxide,3.3,3.8,,Si-CHA-M,CHA-M,,,,,6.30E-09,m2/s,600,K,,,196,molecules/27 CHA unit cells,,,Molecular Dynamics,structural_mode: rigid,Computational,MD
10.1016_j.comptc.2023.114272,10.1016/j.comptc.2023.114272,methane,3.8,4.7,,MFI,MFI,,,,,6.40E-09,m2/s,303,K,,,8,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.26599_nr.2026.94908673,10.26599/nr.2026.94908673,cyclohexene,,6.6,,Ru/β100-DEA-AT,BEA-Ru,100,Ru,0.8,wt%,6.42E-09,m2/s,,K,,,,,,,Adsorption Kinetics,,Experimental,Uptake/Release
10.1016_j.micromeso.2015.10.041,10.1016/j.micromeso.2015.10.041,water,2.65,7.4,,zeolite 13X,FAU-NaX,,,,,6.46E-09,m2/s,333,K,,,,,,,volumetric uptake method,desorption_temperature: 90 °C; initial_adsorptive_pressure_range: 500–5000 Pa; range_extremum: maximum,Experimental,Uptake/Release
10.1002_chem.201600983,10.1002/chem.201600983,methane,3.8,4.1,,SiGe-ITQ-29 (S1),LTA,,,,,6.48E-09,m2/s,450,K,,,,,,,Molecular Dynamics,framework_model: flexible,Computational,MD
10.1016_s0926-860x(02)00066-2,10.1016/s0926-860x(02)00066-2,water,2.65,4.7,,silicalite-1,MFI-H,,,,,6.50E-09,m2/s,298,K,,,24,mg/g,,,Molecular Dynamics,direction: y,Computational,MD
10.1002_app.28228,10.1002/app.28228,water,2.65,7.4,,M-2,FAU-NaY,1.3,,,,6.51E-09,m2/s,303,K,10,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
10.1016_j.micromeso.2023.112854,10.1016/j.micromeso.2023.112854,phenol,5.85,6.6,,All-Si-BEA,BEA,,,,,6.52E-09,m2/s,298,K,,,10,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1016_j.jcat.2004.07.014,10.1016/j.jcat.2004.07.014,"1,4-dimethylbenzene",5.8,6.6,,β,BEA,,,,,6.53E-09,m2/s,650,K,,,0.021,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
10.1002_jcc.26824,10.1002/jcc.26824,"2,2-dimethylpropane",6.2,7.4,,NaY,FAU-NaY,3,,,,6.53E-09,m2/s,300,K,,,1,molecules/cage,,,Molecular Dynamics,,Computational,MD
10.1016_j.memsci.2015.08.033,10.1016/j.memsci.2015.08.033,water,2.65,5.3,,VET6,VET,,,,,6.60E-09,m2/s,300,K,,,0.39,g/cm3,1.01325,bar,Molecular Dynamics,diffusion_type: collective; ensemble: NPT; direction: z,Computational,MD
10.1016_j.cej.2024.157101,10.1016/j.cej.2024.157101,carbon dioxide,3.3,3.8,,Si-CHA-M,CHA-M,,,,,6.60E-09,m2/s,600,K,,,32,molecules/27 unit cells,,,Molecular Dynamics,,Computational,MD
10.1016_j.comptc.2023.114272,10.1016/j.comptc.2023.114272,methane,3.8,4.7,,MFI,MFI,,,,,6.60E-09,m2/s,313,K,,,8,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1021_acs.jpcc.1c04090,10.1021/acs.jpcc.1c04090,propene,4.5,4.5,,ZSM-23,MTT-H,23,,,,6.61E-09,m2/s,524,K,,,0.06,molecule/SiO2,,,Molecular Dynamics,study_type: temperature_dependence,Computational,MD
10.1016_s0920-5861(98)00498-2,10.1016/s0920-5861(98)00498-2,paraffins,,4.7,,silicalite,MFI,,,,,6.62E-09,m2/s,773,K,,,,,1,bar,Monte Carlo,system: MTO synthesis,Computational,Other
10.17035_d.2021.0126616554_SI,10.17035/d.2021.0126616554,water,2.65,7.4,,"Na-Y(5, SJ)",FAU-NaY,5,,,,6.66E-09,m2/s,635,K,,,120,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1016_s0009-2614(02)00126-4,10.1016/s0009-2614(02)00126-4,water,2.65,4.7,,silicalite-1,MFI-H,,,,,6.70E-09,m2/s,393,K,,,2,molecules/intersection,,,Molecular Dynamics,,Computational,MD
10.1016_s0926-860x(02)00066-2,10.1016/s0926-860x(02)00066-2,water,2.65,4.7,,silicalite-1,MFI-H,,,,,6.70E-09,m2/s,393,K,,,24,mg/g,,,Molecular Dynamics,direction: mean,Computational,MD
10.1002_ceat.202000356,10.1002/ceat.202000356,methane,3.8,7.4,,FAU,FAU,1,,,,6.70E-09,m2/s,308,K,,,6.6,wt%,,,Molecular Dynamics,,Computational,MD
10.1016_j.ces.2024.120183_SI,10.1016/j.ces.2024.120183,propene,4.5,4.7,,Micro-Z5,MFI-H,18.94,,,,6.70E-09,m2/s,673,K,,,,,,,Molecular Dynamics,source_table: Table S5,Computational,MD
10.1016_j.ces.2024.120183_SI,10.1016/j.ces.2024.120183,propene,4.5,4.7,,Meso-Z5,MFI-H,14.09,,,,6.72E-09,m2/s,873,K,,,,,,,Molecular Dynamics,source_table: Table S5,Computational,MD
10.1016_j.partic.2026.06.041,10.1016/j.partic.2026.06.041,sorbyl aldehyde,,6.6,,Zr-BEA,BEA-Zr,,Zr,,,6.73E-09,m2/s,493,K,,,,,1,bar,CFD simulation,,Computational,Other
10.1016_j.ces.2026.123652,10.1016/j.ces.2026.123652,acetylene,4.0,4.1,,5A,LTA-Ca,1,,,,6.75E-09,m2/s,423,K,,,56,molecules/unit cell,1,bar,Molecular Dynamics,,Computational,MD
10.1002_app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-3,FAU-NaY,1.3,,,,6.76E-09,m2/s,303,K,60,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
10.1016_j.cep.2023.109294,10.1016/j.cep.2023.109294,propane,4.3,6.61,"90% propylene, 10% propane",OFF,OFF,,,,,6.80E-09,m2/s,300,K,,,,,10,bar,Molecular Dynamics,,Computational,MD
10.1016_s1383-5866(00)00067-8,10.1016/s1383-5866(00)00067-8,tetrafluoromethane,4.7,7.4,,faujasite,FAU,,,,,6.80E-09,m2/s,300,K,,,2,molecules per supercage,,,Molecular Dynamics,diffusion_type: self,Computational,MD
10.1016_j.commatsci.2026.114969,10.1016/j.commatsci.2026.114969,thionyl difluoride,,7.4,,13X molecular sieve,FAU-NaX,1.232,,,,6.81E-09,m2/s,273,K,,,,,,,Molecular Dynamics,,Computational,MD
10.17035_d.2021.0126616554_SI,10.17035/d.2021.0126616554,water,2.65,7.4,,"Na-Y(2, SI'+SII+SJ)",FAU-NaY,2,,,,6.89E-09,m2/s,634,K,,,120,molecules/unit cell,,,Molecular Dynamics,value_index: 2,Computational,MD
10.1016_j.apsusc.2024.161797,10.1016/j.apsusc.2024.161797,dichloromethane,4.9,4.7,,ZSM-5,MFI-H,,,,,6.90E-09,m2/s,,K,,,,,,,Molecular Dynamics,diffusion_direction: a-c plane; channel_type: sinusoidal,Computational,MD
10.1016_j.memsci.2015.08.033,10.1016/j.memsci.2015.08.033,water,2.65,5.3,,VET6,VET,,,,,6.90E-09,m2/s,300,K,,,0.39,g/cm3,,,Molecular Dynamics,diffusion_type: collective; ensemble: NVE; direction: z,Computational,MD
10.1016_j.seppur.2021.119529,10.1016/j.seppur.2021.119529,methane,3.8,4.1,,rigid LTA,LTA,,,,,6.90E-09,m2/s,300,K,,,1,mol/unit cell,,,Equilibrium Molecular Dynamics (EMD),flexibility: rigid; length: 95.4 A,Computational,MD
10.1002_jctb.5249,10.1002/jctb.5249,ammonium,2.86,3.1,,Ze-Mg1,GIS,,Mg2+,4.3,wt%,6.90E-09,m2/s,294,K,10,mol/L,,,,,Batch kinetic experiments; HPDM and SPM analysis,model: HPDM; mechanism: fluid film diffusion,Experimental,Uptake/Release
10.1016_j.jcat.2015.10.024,10.1016/j.jcat.2015.10.024,"1,2-dimethylbenzene",6.8,6.6,,beta,BEA,,,,,6.91E-09,m2/s,300,K,,,,,,,Molecular dynamics,,Computational,MD
10.1016_j.rechem.2022.100283,10.1016/j.rechem.2022.100283,sulfur dioxide,3.6,7.4,,silica Y zeolite,FAU-NaY,,,,,6.92E-09,m2/s,300,K,,,24,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1016_j.ces.2025.122862,10.1016/j.ces.2025.122862,benzene,5.35,4.7,,HZSM-5-3,MFI-H,15,,,,6.95E-09,m2/s,773,K,,,,,,,Molecular Dynamics (MD) simulation,mesopore_size: 3.0 nm,Computational,MD
10.1016_j.energy.2025.137012,10.1016/j.energy.2025.137012,acetylene,4.0,6.6,1:1:1:1:1,Fe2+-BEA,BEA-Fe2+,15,Fe2+,,,6.98E-09,m2/s,698,K,,,6,molecules/simulation cell,,,Molecular Dynamics,diffusion_system: multi-component,Computational,MD
10.1016_j.ces.2009.12.044,10.1016/j.ces.2009.12.044,propane,4.3,7.4,,13X,FAU-NaX,1.18,,,,7.00E-09,m2/s,303,K,,,2,molecules/unit cell,,,Molecular Dynamics,diffusion_type: self,Computational,MD
10.1016_s0009-2614(01)01466-x,10.1016/s0009-2614(01)01466-x,argon,3.4,5.19,,ZSM-11,MEL-H,,,,,7.00E-09,m2/s,320,K,,,12,atoms/u.c.,,,Molecular Dynamics,component: x,Computational,MD
10.1016_j.jcat.2018.11.024,10.1016/j.jcat.2018.11.024,methyl ethanoate,5.2,4.69,,FER,FER,,,,,7.00E-09,m2/s,453,K,,,1,molecule/100Si atoms,,,Molecular Dynamics (MD) simulation,loading: infinite dilution; force_field: CVFF,Computational,MD
10.1016_j.jmgm.2022.108188,10.1016/j.jmgm.2022.108188,"1,2,4-trimethylbenzene",6.8,6.6,,zeolite-β,BEA,,,,,7.00E-09,m2/s,450,K,,,1,molecule/channel,,,Molecular Dynamics,,Computational,MD
10.1016_j.cej.2017.03.055,10.1016/j.cej.2017.03.055,methane,3.8,4.7,,ZSM-5 (silicalite-1),MFI-H,,,,,7.00E-09,m2/s,300,K,,,2,molecules/unit cell,,,HS-PPM molecular dynamics simulation,source: Fig.6; diffusion_dimension: overall,Computational,MD
10.1016_j.cej.2017.03.055,10.1016/j.cej.2017.03.055,methane,3.8,4.7,,ZSM-5 (silicalite-1),MFI-H,,,,,7.00E-09,m2/s,723,K,,,4,molecules/unit cell,,,HS-PPM molecular dynamics simulation,diffusion_dimension: overall,Computational,MD
10.1016_j.cej.2024.157101,10.1016/j.cej.2024.157101,carbon dioxide,3.3,3.8,,Si-CHA-M,CHA-M,,,,,7.00E-09,m2/s,600,K,,,196,molecules/27 unit cells,,,Molecular Dynamics,,Computational,MD
10.1016_j.micromeso.2013.01.011,10.1016/j.micromeso.2013.01.011,water,2.65,7.4,,Li-LSX,FAU-LiX,1.02,Li+,90.9,%,7.00E-09,m2/s,373,K,,,171,molecules/unit cell,,,PFG NMR,diffusion_type: long-range; analysis: effective diffusivity from steep decay; observation_time: 10 ms,Experimental,PFG NMR
10.1016_j.jmgm.2005.10.003,10.1016/j.jmgm.2005.10.003,benzene,5.35,7.4,,Siliceous FAU,FAU,,,,,7.02E-09,m2/s,300,K,,,8,molecules/supercell,,,Molecular Dynamics,,Computational,MD
10.1016_j.partic.2026.06.041,10.1016/j.partic.2026.06.041,crotonaldehyde,,6.6,,Zr-BEA,BEA-Zr,,Zr,,,7.02E-09,m2/s,433,K,,,,,1,bar,CFD simulation,,Computational,Other
10.3390_pr11102987,10.3390/pr11102987,dioxygen,3.46,4.1,,5A,LTA-Ca,,,,,7.04E-09,m2/s,303,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1016_j.cej.2017.03.055,10.1016/j.cej.2017.03.055,methane,3.8,4.7,,ZSM-5 (silicalite-1),MFI-H,,,,,7.04E-09,m2/s,300,K,,,4,molecules/unit cell,,,HS-PPM molecular dynamics simulation,simulation_run: Sim-5; diffusion_dimension: a-direction,Computational,MD
10.1002_jctb.5249,10.1002/jctb.5249,ammonium,2.86,,,Ze-Ca,Ze-Ca,,Ca2+,9.4,wt%,7.04E-09,m2/s,294,K,10,mol/L,,,,,Batch kinetic experiments; HPDM and SPM analysis,model: HPDM; mechanism: fluid film diffusion,Experimental,Uptake/Release
10.1016_j.partic.2026.06.041,10.1016/j.partic.2026.06.041,methylcyclopentenone,,6.6,,Zr-BEA,BEA-Zr,,Zr,,,7.06E-09,m2/s,473,K,,,,,1,bar,CFD simulation,,Computational,Other
10.1016_s0009-2614(01)01466-x,10.1016/s0009-2614(01)01466-x,argon,3.4,5.19,,ZSM-11,MEL-H,,,,,7.10E-09,m2/s,320,K,,,12,atoms/u.c.,,,Molecular Dynamics,component: y,Computational,MD
10.1016_j.micromeso.2018.01.019,10.1016/j.micromeso.2018.01.019,nitrogen,3.64,7.4,,Li-LSX,FAU-LiX,1,,,,7.10E-09,m2/s,260,K,,,8,molecules/unit cell,,,Molecular Dynamics,Li-III state: mobile,Computational,MD
10.1016_j.micromeso.2018.01.019,10.1016/j.micromeso.2018.01.019,nitrogen,3.64,7.4,,Li-LSX,FAU-LiX,1,,,,7.10E-09,m2/s,400,K,,,16,molecules/unit cell,,,Molecular Dynamics,Li-III state: fixed,Computational,MD
10.1016_j.micromeso.2015.10.041,10.1016/j.micromeso.2015.10.041,water,2.65,7.4,,zeolite 13X,FAU-NaX,,,,,7.11E-09,m2/s,308,K,,,,,,,volumetric uptake method,desorption_temperature: 120 °C; initial_adsorptive_pressure_range: 500–5000 Pa; range_extremum: maximum,Experimental,Uptake/Release
10.1016_j.jece.2019.103040,10.1016/j.jece.2019.103040,lead(2+),,7.4,,FAU,FAU,1,,,,7.12E-09,m2/s,298,K,,,,,,,Molecular Dynamics,,Computational,MD
10.3390_pr14030542,10.3390/pr14030542,ethane,4.0,7.4,,HFAU,FAU-H,,,,,7.12E-09,m2/s,303,K,,,,,1,bar,Molecular Dynamics,relative_humidity: 0%,Computational,MD
10.1016_j.jmgm.2022.108188,10.1016/j.jmgm.2022.108188,"1,2,3-trimethylbenzene",7.5,6.6,,zeolite-β,BEA,,,,,7.13E-09,m2/s,550,K,,,1,molecule/channel,,,Molecular Dynamics,,Computational,MD
10.1016_j.cej.2017.03.055,10.1016/j.cej.2017.03.055,methane,3.8,4.7,,ZSM-5 (silicalite-1),MFI-H,,,,,7.14E-09,m2/s,300,K,,,4,molecules/unit cell,,,HS-PPM molecular dynamics simulation,simulation_run: Sim-1; diffusion_dimension: a-direction,Computational,MD
10.1016_j.cej.2017.03.055,10.1016/j.cej.2017.03.055,methane,3.8,4.7,,ZSM-5 (silicalite-1),MFI-H,,,,,7.14E-09,m2/s,300,K,,,4,molecules/unit cell,,,HS-PPM molecular dynamics simulation,simulation_run: Sim-3; diffusion_dimension: a-direction,Computational,MD
10.1016_j.jece.2019.103040,10.1016/j.jece.2019.103040,cadmium(2+),,7.4,,FAU,FAU,1,,,,7.14E-09,m2/s,298,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1016_j.apsusc.2024.161797,10.1016/j.apsusc.2024.161797,dichloromethane,4.9,4.7,,ZSM-5,MFI-H,,,,,7.20E-09,m2/s,,K,,,,,,,Molecular Dynamics,diffusion_direction: b-axis; channel_type: straight,Computational,MD
10.1016_j.memsci.2015.08.033,10.1016/j.memsci.2015.08.033,water,2.65,5.3,,VET6,VET,,,,,7.20E-09,m2/s,300,K,,,0.39,g/cm3,,,Molecular Dynamics,diffusion_type: collective; ensemble: NVT; direction: z,Computational,MD
10.1016_j.memsci.2015.08.033,10.1016/j.memsci.2015.08.033,water,2.65,5.3,,VET6,VET,,,,,7.20E-09,m2/s,300,K,,,0.39,g/cm3,,,Molecular Dynamics,diffusion_type: collective; ensemble: NVT-w; direction: z,Computational,MD
10.1016_j.memsci.2015.08.033,10.1016/j.memsci.2015.08.033,water,2.65,5.3,,VET6,VET,,,,,7.20E-09,m2/s,300,K,,,0.39,g/cm3,,,Molecular Dynamics,diffusion_type: collective; direction: z; source: Table 2,Computational,MD
10.1016_j.cej.2017.03.055,10.1016/j.cej.2017.03.055,methane,3.8,4.7,,ZSM-5 (silicalite-1),MFI-H,,,,,7.20E-09,m2/s,300,K,,,4,molecules/unit cell,,,HS-PPM molecular dynamics simulation,simulation_run: average; diffusion_dimension: a-direction,Computational,MD
10.1021_acs.jpcc.5b06010_SI,10.1021/acs.jpcc.5b06010,pentadecafluorooctanoic acid,8.0,,,OKO,OKO,,,,,7.21E-09,m2/s,298,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1016_j.ces.2025.122862,10.1016/j.ces.2025.122862,phenol,5.85,4.7,,HZSM-5-3,MFI-H,15,,,,7.23E-09,m2/s,823,K,,,,,,,Molecular Dynamics (MD) simulation,mesopore_size: 3.0 nm,Computational,MD
10.1016_j.jmgm.2005.10.003,10.1016/j.jmgm.2005.10.003,benzene,5.35,7.4,,Siliceous FAU,FAU,,,,,7.24E-09,m2/s,300,K,,,4,molecules/supercell,,,Molecular Dynamics,,Computational,MD
10.1016_j.cej.2017.03.055,10.1016/j.cej.2017.03.055,methane,3.8,4.7,,ZSM-5 (silicalite-1),MFI-H,,,,,7.24E-09,m2/s,300,K,,,4,molecules/unit cell,,,HS-PPM molecular dynamics simulation,simulation_run: Sim-4; diffusion_dimension: a-direction,Computational,MD
10.1016_j.commatsci.2026.114969,10.1016/j.commatsci.2026.114969,nitrogen trifluoride,,7.4,,13X molecular sieve,FAU-NaX,1.232,,,,7.25E-09,m2/s,298,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1038_s41467-025-57242-6_SI,10.1038/s41467-025-57242-6,dibromobenzene,,12.1,,VFI,VFI,,,,,7.27E-09,m2/s,298,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1016_s1387-1811(02)00400-6,10.1016/s1387-1811(02)00400-6,benzene,5.35,7.4,,NaY,FAU-NaY,,,,,7.30E-09,m2/s,500,K,,,5,molecules per supercage,,,Simulation,source: Simulation,Computational,Other
10.1016_j.chemphys.2024.112256,10.1016/j.chemphys.2024.112256,dioxygen,3.46,6.6,,Cu/Beta,BEA-Cu,,Cu,,,7.31E-09,m2/s,373,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1016_j.ces.2004.03.012,10.1016/j.ces.2004.03.012,"1,4-dimethylbenzene",5.8,4.7,,ZSM-5 (DA*),MFI,,,,,7.40E-09,m2/s,723,K,0.00113,mol/L,,,0.0682,bar,Reaction-diffusion model fitting from catalytic xylene isomerization,"model: CSTR; D_ratio: D_A=1000, D_B=100, D_C",Experimental,Other
10.1016_j.cej.2017.03.055,10.1016/j.cej.2017.03.055,methane,3.8,4.7,,ZSM-5 (silicalite-1),MFI-H,,,,,7.44E-09,m2/s,300,K,,,4,molecules/unit cell,,,HS-PPM molecular dynamics simulation,simulation_run: Sim-2; diffusion_dimension: a-direction,Computational,MD
10.1016_s0301-0104(03)00058-2,10.1016/s0301-0104(03)00058-2,methane,3.8,4.7,,silicalite-1,MFI-H,,,,,7.46E-09,m2/s,300,K,,,4,molecules/intersection,,,Molecular Dynamics,direction: y; parameter_set: Set B,Computational,MD
10.17035_d.2021.0126616554_SI,10.17035/d.2021.0126616554,water,2.65,7.4,,"Na-Y(5, SII)",FAU-NaY,5,,,,7.47E-09,m2/s,634,K,,,120,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1016_j.commatsci.2026.114969,10.1016/j.commatsci.2026.114969,nitrogen trifluoride,,7.4,,13X molecular sieve,FAU-NaX,1.232,,,,7.47E-09,m2/s,323,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1016_j.cplett.2006.07.102,10.1016/j.cplett.2006.07.102,"2,2-dimethylpropane",6.2,7.42,,AlPO4-5,AFI-H,,,,,7.50E-09,m2/s,200,K,,,0.75,dimensionless,,,Molecular Dynamics,λ: 2; coefficient_type: D_Fick,Computational,MD
10.1016_j.cplett.2006.07.102,10.1016/j.cplett.2006.07.102,"2,2-dimethylpropane",6.2,7.42,,AlPO4-5,AFI-H,,,,,7.50E-09,m2/s,200,K,,,0.75,dimensionless,,,Molecular Dynamics,λ: 4; coefficient_type: D_Fick,Computational,MD
10.1016_j.cplett.2006.07.102,10.1016/j.cplett.2006.07.102,"2,2-dimethylpropane",6.2,7.42,,AlPO4-5,AFI-H,,,,,7.50E-09,m2/s,200,K,,,0.75,dimensionless,,,Molecular Dynamics,λ: 8; coefficient_type: D_Fick,Computational,MD
10.1016_j.cplett.2006.07.102,10.1016/j.cplett.2006.07.102,"2,2-dimethylpropane",6.2,7.42,,AlPO4-5,AFI-H,,,,,7.50E-09,m2/s,200,K,,,0.75,dimensionless,,,Molecular Dynamics,λ: 16; coefficient_type: D_Fick,Computational,MD
10.1016_j.cplett.2006.07.102,10.1016/j.cplett.2006.07.102,"2,2-dimethylpropane",6.2,7.42,,AlPO4-5,AFI-H,,,,,7.50E-09,m2/s,200,K,,,0.75,dimensionless,,,Molecular Dynamics,λ: 16; coefficient_type: D_E,Computational,MD
10.1016_j.memsci.2015.08.033,10.1016/j.memsci.2015.08.033,water,2.65,5.3,,VET6,VET,,,,,7.50E-09,m2/s,300,K,,,0.39,g/cm3,1.01325,bar,Molecular Dynamics,diffusion_type: self; ensemble: NPT; direction: z,Computational,MD
10.1016_j.micromeso.2018.01.019,10.1016/j.micromeso.2018.01.019,nitrogen,3.64,7.4,,Li-LSX,FAU-LiX,1,,,,7.50E-09,m2/s,260,K,,,12,molecules/unit cell,,,Molecular Dynamics,Li-III state: mobile,Computational,MD
10.1002_app.28228,10.1002/app.28228,water,2.65,7.4,,M-1,FAU-NaY,1.3,,,,7.53E-09,m2/s,303,K,20,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
10.1016_j.ces.2026.123652,10.1016/j.ces.2026.123652,acetylene,4.0,4.1,,5A,LTA-Ca,1,,,,7.53E-09,m2/s,473,K,,,56,molecules/unit cell,1,bar,Molecular Dynamics,,Computational,MD
10.1016_j.micromeso.2019.05.060,10.1016/j.micromeso.2019.05.060,hexane,4.3,6.6,,BEA,BEA,,,,,7.59E-09,m2/s,273,K,,,2,molecules/unit cell,,,Molecular Dynamics,sample_type: single crystal; direction: y; framework: flexible,Computational,MD
10.1016_s0009-2614(01)01466-x,10.1016/s0009-2614(01)01466-x,argon,3.4,4.7,,ZSM-5,MFI-H,,,,,7.60E-09,m2/s,296,K,,,12,atoms/u.c.,,,Molecular Dynamics,component: y,Computational,MD
